occurrence_date,object_id,identifier,compstat_date,offense,sector,precinct,borough,jurisdiction,xcoord,ycoord,latitude,longitude
2013-09-05 08:00:00,700375,e3550777,2013-11-07,GRAND LARCENY,H,120,STATEN ISLAND,N.Y. POLICE DEPT,958429,171508,40.6373969950001,-74.093036313
2013-09-05 08:00:00,700376,47f1d8da,2013-09-05,ROBBERY,P,79,BROOKLYN,N.Y. HOUSING POLICE,995302,190524,40.6896224540001,-73.960149132
2013-09-05 08:00:00,700377,3501271e,2013-09-05,GRAND LARCENY OF MOTOR VEHICLE,J,90,BROOKLYN,N.Y. POLICE DEPT,1001034,199057,40.713034527,-73.9394589029999
2013-09-05 08:00:00,700378,e469afea,2013-09-09,GRAND LARCENY,H,94,BROOKLYN,N.Y. POLICE DEPT,995462,200548,40.717135781,-73.9595555019999
2013-09-05 08:00:00,700379,e79ffb82,2013-09-09,GRAND LARCENY,H,107,QUEENS,N.Y. POLICE DEPT,1043833,208682,40.7392680340001,-73.7849913169999
2013-09-05 08:00:00,700380,b66c57c9,2013-10-09,GRAND LARCENY,B,17,MANHATTAN,N.Y. POLICE DEPT,989692,212509,40.749971219,-73.9803604109999
2013-09-05 08:00:00,700381,7940146f,2013-10-28,GRAND LARCENY,A,19,MANHATTAN,N.Y. POLICE DEPT,993407,218724,40.7670267410001,-73.9669439259999
2012-02-21 10:00:00,700382,c10dc29b,2012-02-25,BURGLARY,K,122,STATEN ISLAND,N.Y. POLICE DEPT,945594,149490,40.5769154390001,-74.139155624
2012-02-21 10:00:00,700383,1fd51d31,2012-03-31,GRAND LARCENY,B,63,BROOKLYN,N.Y. POLICE DEPT,1007947,158836,40.602620947,-73.914663965
2012-02-21 10:00:00,700384,19c335f,2012-02-21,GRAND LARCENY OF MOTOR VEHICLE,E,81,BROOKLYN,N.Y. POLICE DEPT,1003593,190280,40.6889384950001,-73.930253395
2012-02-21 10:00:00,700385,69a84851,2012-02-22,GRAND LARCENY,A,114,QUEENS,N.Y. POLICE DEPT,1009645,213978,40.753968462,-73.908341365
2012-02-21 10:00:00,700386,29f6eb39,2012-02-21,BURGLARY,J,114,QUEENS,N.Y. POLICE DEPT,1003713,216924,40.7620695250001,-73.92974364
2012-02-21 10:00:00,700387,5f45652a,2012-03-03,GRAND LARCENY,I,111,QUEENS,N.Y. POLICE DEPT,1042023,221265,40.773817078,-73.791414704
2012-02-21 10:00:00,700388,d9e17d9a,2012-03-13,GRAND LARCENY,E,25,MANHATTAN,N.Y. POLICE DEPT,1001525,233875,40.808600041,-73.937598323
2012-02-21 10:00:00,700389,8ca95242,2012-03-05,GRAND LARCENY,B,34,MANHATTAN,N.Y. POLICE DEPT,1001676,249161,40.8505554340001,-73.937013157
2012-02-21 10:00:00,700390,e1461b64,2012-02-21,GRAND LARCENY,H,50,BRONX,N.Y. POLICE DEPT,1009185,262140,40.886160809,-73.9098227269999
2012-02-21 10:05:00,700391,864f1a5b,2012-02-21,ROBBERY,G,67,BROOKLYN,N.Y. POLICE DEPT,1000401,176197,40.6502902070001,-73.94179702
2012-02-21 10:30:00,700392,6953da2f,2012-02-21,GRAND LARCENY,K,61,BROOKLYN,N.Y. POLICE DEPT,995834,161062,40.608754973,-73.95828139
2012-02-21 10:30:00,700393,e787af1,2012-02-21,BURGLARY,R,120,STATEN ISLAND,N.Y. POLICE DEPT,940255,166844,40.624523692,-74.158487989
2012-02-21 10:30:00,700394,c58cbae7,2012-02-21,FELONY ASSAULT,H,43,BRONX,N.Y. POLICE DEPT,1018877,241924,40.830641293,-73.874875576
2012-02-21 10:43:00,700395,430d7e71,2012-02-21,GRAND LARCENY OF MOTOR VEHICLE,B,49,BRONX,N.Y. POLICE DEPT,1025249,249029,40.850115144,-73.8518067369999
2012-02-21 11:00:00,700396,6307b658,2012-02-21,BURGLARY,C,60,BROOKLYN,N.Y. POLICE DEPT,993153,152671,40.5857264690001,-73.967948131
2012-02-21 11:00:00,700397,6f015cb2,2012-02-22,BURGLARY,D,71,BROOKLYN,N.Y. POLICE DEPT,998387,179552,40.659502392,-73.94904797
2012-02-21 11:00:00,700398,ec051f98,2012-02-21,GRAND LARCENY,A,78,BROOKLYN,N.Y. POLICE DEPT,987724,183284,40.6697565100001,-73.9874783079999
2012-02-21 11:00:00,700399,baa10ee9,2012-02-21,GRAND LARCENY,D,110,QUEENS,N.Y. POLICE DEPT,1018236,211286,40.746550762,-73.877346863
2012-02-21 11:10:00,700400,32924c91,2012-02-21,BURGLARY,J,41,BRONX,N.Y. POLICE DEPT,1013479,239278,40.8233982940001,-73.8943929439999
2012-02-21 11:15:00,700401,2d320e46,2012-02-21,BURGLARY,B,114,QUEENS,N.Y. POLICE DEPT,1012954,219529,40.7691944010001,-73.896374252
2013-10-10 18:40:00,700402,592a8609,2013-10-15,GRAND LARCENY,G,13,MANHATTAN,N.Y. TRANSIT POLICE,984338,208351,40.7385602210001,-73.999683896
2013-10-10 18:45:00,700403,c23fd1ad,2013-10-10,GRAND LARCENY,F,67,BROOKLYN,N.Y. POLICE DEPT,1001588,173046,40.6416391490001,-73.937527449
2013-10-10 18:45:00,700404,b2952cb6,2013-10-10,GRAND LARCENY,H,13,MANHATTAN,N.Y. POLICE DEPT,985355,209258,40.7410496420001,-73.996013862
2013-10-10 18:50:00,700405,e6a71b89,2013-10-10,FELONY ASSAULT,D,76,BROOKLYN,N.Y. POLICE DEPT,980411,186446,40.678435338,-74.013842139
2013-10-10 18:58:00,700406,f3f8ca82,2013-11-25,GRAND LARCENY,I,71,BROOKLYN,N.Y. POLICE DEPT,1001334,179795,40.660164179,-73.938425593
2013-10-10 19:00:00,700407,191faae9,2013-10-13,RAPE,D,123,STATEN ISLAND,N.Y. POLICE DEPT,914725,125837,40.5118043350001,-74.250034592
2013-10-10 19:00:00,700408,97de29fa,2013-10-10,ROBBERY,B,60,BROOKLYN,N.Y. POLICE DEPT,993449,149739,40.577678405,-73.966886438
2013-10-10 19:00:00,700409,a4861cc0,2013-10-11,BURGLARY,E,71,BROOKLYN,N.Y. POLICE DEPT,997909,180451,40.6619707,-73.9507689869999
2013-10-10 19:00:00,700410,c1e99b48,2013-10-11,GRAND LARCENY,G,113,QUEENS,N.Y. POLICE DEPT,1042726,185011,40.6743042950001,-73.789191563
2013-10-10 19:00:00,700411,4f9f1017,2013-10-10,GRAND LARCENY,A,84,BROOKLYN,N.Y. POLICE DEPT,986411,190669,40.690027081,-73.992209067
2013-10-10 19:00:00,700412,30c5bb67,2013-10-10,GRAND LARCENY,G,13,MANHATTAN,N.Y. POLICE DEPT,985118,208831,40.73987766,-73.996869174
2013-10-10 19:15:00,700413,9faa9c77,2013-10-10,ROBBERY,M,104,QUEENS,N.Y. POLICE DEPT,1019785,197914,40.709841827,-73.871827181
2013-10-10 19:15:00,700414,956b4dad,2013-10-10,ROBBERY,D,111,QUEENS,N.Y. POLICE DEPT,1043228,209628,40.7418686170001,-73.7871662049999
2013-10-10 19:20:00,700415,b656ac26,2013-10-10,ROBBERY,I,77,BROOKLYN,N.Y. HOUSING POLICE,1003812,183893,40.6714071500001,-73.9294822529999
2013-10-10 19:20:00,700416,24a56f82,2013-10-11,ROBBERY,A,33,MANHATTAN,N.Y. POLICE DEPT,1000490,244863,40.838760946,-73.941310498
2013-10-10 19:25:00,700417,cea6f90a,2013-10-10,FELONY ASSAULT,D,83,BROOKLYN,N.Y. POLICE DEPT,1006599,191909,40.6934026440001,-73.9194087979999
2013-10-10 19:30:00,700418,bbb350ec,2013-10-10,BURGLARY,C,121,STATEN ISLAND,N.Y. POLICE DEPT,947436,171734,40.6379784470001,-74.132646043
2013-10-10 19:30:00,700419,d9e7c595,2013-10-10,ROBBERY,E,72,BROOKLYN,N.Y. POLICE DEPT,982518,175733,40.6490311840001,-74.006243048
2013-10-10 19:30:00,700420,2436ca7a,2013-10-11,GRAND LARCENY,B,69,BROOKLYN,N.Y. POLICE DEPT,1014012,176600,40.651361072,-73.892744422
2013-10-10 19:30:00,700421,57afe7a4,2013-10-11,GRAND LARCENY,F,106,QUEENS,N.Y. POLICE DEPT,1032342,188316,40.683438256,-73.826602883
2013-10-10 19:30:00,700422,fb244b23,2013-10-16,GRAND LARCENY,G,76,BROOKLYN,N.Y. POLICE DEPT,986594,188888,40.685138597,-73.991549804
2014-10-27 07:55:00,700423,22721347,2015-05-20,FELONY ASSAULT,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,40.7911518670001,-73.884371919
2014-10-27 08:00:00,700424,d2c15239,2014-10-28,GRAND LARCENY,C,60,BROOKLYN,N.Y. POLICE DEPT,994193,150972,40.5810619440001,-73.964206337
2014-10-27 08:00:00,700425,85badd73,2014-10-27,GRAND LARCENY,C,62,BROOKLYN,N.Y. POLICE DEPT,987153,155037,40.592224662,-73.989548804
2014-10-27 08:00:00,700426,b4af513b,2015-01-30,GRAND LARCENY,D,71,BROOKLYN,N.Y. POLICE DEPT,996839,177968,40.6551569960001,-73.954630326
2014-10-27 08:00:00,700427,8e76a91f,2014-10-27,ROBBERY,J,71,BROOKLYN,N.Y. POLICE DEPT,999020,180686,40.662613939,-73.946763988
2014-10-27 08:00:00,700428,8f8de531,2014-11-07,GRAND LARCENY,E,20,MANHATTAN,N.Y. POLICE DEPT,991239,222670,40.777859461,-73.97476648
2014-10-27 08:00:00,700429,9762d702,2014-10-28,GRAND LARCENY,A,25,MANHATTAN,N.Y. HOUSING POLICE,1002206,230919,40.8004852770001,-73.935146227
2014-10-27 08:00:00,700430,d90278ab,2014-10-29,GRAND LARCENY OF MOTOR VEHICLE,D,43,BRONX,N.Y. POLICE DEPT,1024058,238894,40.822302984,-73.856171859
2014-10-27 08:00:00,700431,cf2d510e,2015-05-12,GRAND LARCENY,I,41,BRONX,N.Y. POLICE DEPT,1013311,240608,40.827049319,-73.894994191
2014-10-27 08:05:00,700432,a19bd6e0,2014-10-27,FELONY ASSAULT,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,40.7911518670001,-73.884371919
2014-10-27 08:07:00,700433,bcd885bb,2014-10-27,FELONY ASSAULT,F,72,BROOKLYN,N.Y. POLICE DEPT,980664,174713,40.646230947,-74.01292376
2014-10-27 08:10:00,700434,528e0148,2014-10-27,FELONY ASSAULT,J,79,BROOKLYN,N.Y. POLICE DEPT,997880,192557,40.695198976,-73.950849032
2014-10-27 08:15:00,700435,c280ff20,2014-10-28,ROBBERY,H,84,BROOKLYN,N.Y. POLICE DEPT,986654,189004,40.6854569750001,-73.991333423
2014-10-27 08:15:00,700436,19db8f26,2014-10-30,GRAND LARCENY,E,84,BROOKLYN,N.Y. TRANSIT POLICE,987772,191476,40.6922416740001,-73.987300996
2014-10-27 08:15:00,700437,9511cac2,2014-10-28,ROBBERY,C,34,MANHATTAN,N.Y. POLICE DEPT,1004370,252431,40.85952488,-73.927265571
2014-10-27 08:20:00,700438,63f1205b,2014-10-27,BURGLARY,D,104,QUEENS,N.Y. POLICE DEPT,1013125,196287,40.70540034,-73.895856663
2014-10-27 08:30:00,700439,81927537,2014-10-27,ROBBERY,D,73,BROOKLYN,N.Y. POLICE DEPT,1008167,185459,40.675694773,-73.913777335
2014-10-27 08:30:00,700440,6c0e65e4,2014-10-29,GRAND LARCENY,D,19,MANHATTAN,N.Y. POLICE DEPT,996773,223149,40.7791680820001,-73.954784146
2014-10-27 08:45:00,700441,1b69bb3a,2014-10-27,BURGLARY,J,66,BROOKLYN,N.Y. POLICE DEPT,985107,173350,40.642490491,-73.9969133769999
2011-03-09 00:30:00,700442,12ab902f,2011-03-09,GRAND LARCENY OF MOTOR VEHICLE,A,75,BROOKLYN,N.Y. POLICE DEPT,1014600,186094,40.6774179870001,-73.8905826389999
2011-03-09 00:30:00,700443,193e0426,2011-03-09,FELONY ASSAULT,F,83,BROOKLYN,N.Y. TRANSIT POLICE,1002212,193214,40.6969945560001,-73.935225256
2011-03-09 00:30:00,700444,98465e5a,2011-03-09,FELONY ASSAULT,F,83,BROOKLYN,N.Y. TRANSIT POLICE,1002212,193214,40.6969945560001,-73.935225256
2011-03-09 00:40:00,700445,a4abec36,2011-03-09,FELONY ASSAULT,I,113,QUEENS,N.Y. POLICE DEPT,1046731,189586,40.6868342320001,-73.774710915
2011-03-09 00:54:00,700446,41056e68,2011-03-09,GRAND LARCENY,F,81,BROOKLYN,N.Y. POLICE DEPT,1002600,188628,40.6844062480001,-73.933838507
2011-03-09 01:00:00,700447,168b3026,2011-03-09,GRAND LARCENY OF MOTOR VEHICLE,P,113,QUEENS,N.Y. POLICE DEPT,1052435,194734,40.7009221440001,-73.754091742
2011-03-09 01:10:00,700448,72c9797c,2011-03-09,ROBBERY,G,81,BROOKLYN,N.Y. POLICE DEPT,1005901,189128,40.6857711750001,-73.921934788
2011-03-09 01:20:00,700449,356903ac,2011-03-09,FELONY ASSAULT,J,81,BROOKLYN,N.Y. POLICE DEPT,1007437,186037,40.677283194,-73.9164070969999
2011-03-09 01:20:00,700450,40b63b08,2011-03-09,GRAND LARCENY,D,14,MANHATTAN,N.Y. POLICE DEPT,987771,212687,40.750460758,-73.98729351
2011-03-09 01:45:00,700451,f7efa469,2011-03-09,FELONY ASSAULT,B,25,MANHATTAN,N.Y. POLICE DEPT,1001575,232339,40.8043840460001,-73.9374216689999
2011-03-09 01:50:00,700452,d1476b80,2011-03-09,ROBBERY,B,5,MANHATTAN,N.Y. POLICE DEPT,986079,199900,40.71536409,-73.993403724
2011-03-09 02:00:00,700453,101f22bc,2011-03-14,GRAND LARCENY OF MOTOR VEHICLE,E,113,QUEENS,N.Y. POLICE DEPT,1052454,187661,40.6815083160001,-73.754094827
2011-03-09 02:00:00,700454,a10929fc,2011-03-09,GRAND LARCENY OF MOTOR VEHICLE,G,114,QUEENS,N.Y. POLICE DEPT,1006836,221440,40.774457344,-73.918455022
2011-03-09 02:28:00,700455,abe3b0e7,2011-03-09,GRAND LARCENY OF MOTOR VEHICLE,E,102,QUEENS,N.Y. POLICE DEPT,1022204,188797,40.6848077650001,-73.863153268
2011-03-09 02:30:00,700456,82d06c21,2011-03-11,GRAND LARCENY,J,114,QUEENS,N.Y. TRANSIT POLICE,1004921,216892,40.7619789520001,-73.925383086
2011-03-09 03:00:00,700457,ed063970,2011-03-18,GRAND LARCENY OF MOTOR VEHICLE,C,106,QUEENS,N.Y. POLICE DEPT,1024831,181265,40.6641224900001,-73.853726636
2011-03-09 03:00:00,700458,971598b,2011-03-11,BURGLARY,E,79,BROOKLYN,N.Y. POLICE DEPT,998729,192685,40.695548957,-73.9477871
2011-03-09 03:12:00,700459,49702f5f,2011-03-09,GRAND LARCENY,A,109,QUEENS,N.Y. POLICE DEPT,1032602,208817,40.739707106,-73.8255182089999
2011-03-09 04:00:00,700460,f910ab14,2011-03-09,BURGLARY,C,72,BROOKLYN,N.Y. POLICE DEPT,983766,178564,40.6568018190001,-74.0017458359999
2011-03-09 04:00:00,700461,6ffa5f44,2011-03-09,FELONY ASSAULT,F,32,MANHATTAN,N.Y. POLICE DEPT,1002148,238669,40.8217569880001,-73.935335054
2011-02-28 12:00:00,700462,c277f542,2011-02-28,BURGLARY,B,69,BROOKLYN,N.Y. POLICE DEPT,1012374,175670,40.6488137790001,-73.898651359
2011-02-28 12:00:00,700463,1f52177b,2011-03-01,BURGLARY,J,73,BROOKLYN,N.Y. HOUSING POLICE,1006527,180807,40.662930353,-73.9197051319999
2011-02-28 12:00:00,700464,bf87918e,2011-03-11,BURGLARY,J,79,BROOKLYN,N.Y. POLICE DEPT,997530,191797,40.693113483,-73.952112698
2011-02-28 12:00:00,700465,f3456d87,2011-05-17,GRAND LARCENY,A,114,QUEENS,N.Y. POLICE DEPT,1010512,214419,40.755176363,-73.905210317
2011-02-28 12:15:00,700466,8d703016,2011-02-28,GRAND LARCENY,C,48,BRONX,N.Y. POLICE DEPT,1011779,246746,40.843901255,-73.900504632
2011-02-28 12:15:00,700467,4c2a1d6b,2011-02-28,FELONY ASSAULT,M,67,BROOKLYN,N.Y. POLICE DEPT,1006544,180310,40.661566156,-73.9196454999999
2011-02-28 12:15:00,700468,36f5678,2011-03-01,GRAND LARCENY OF MOTOR VEHICLE,B,102,QUEENS,N.Y. POLICE DEPT,1031247,191931,40.6933664650001,-73.8305257439999
2011-02-28 12:15:00,700469,5fc74381,2011-02-28,BURGLARY,A,112,QUEENS,N.Y. POLICE DEPT,1026156,198572,40.7116199990001,-73.848843018
2011-02-28 12:30:00,700470,a30fcf91,2011-02-28,GRAND LARCENY,G,20,MANHATTAN,N.Y. POLICE DEPT,990306,225197,40.784796096,-73.9781329579999
2011-02-28 12:45:00,700471,dd45ac4a,2011-02-28,GRAND LARCENY OF MOTOR VEHICLE,B,122,STATEN ISLAND,N.Y. POLICE DEPT,939399,137840,40.5449093060001,-74.1613791249999
2011-02-28 13:00:00,700472,a1bf5022,2011-02-28,BURGLARY,A,70,BROOKLYN,N.Y. POLICE DEPT,996622,164211,40.617397264,-73.955437622
2011-02-28 13:00:00,700473,e247373,2011-02-28,FELONY ASSAULT,D,25,MANHATTAN,N.Y. HOUSING POLICE,1001883,233380,40.8072406960001,-73.936306406
2011-02-28 13:26:00,700474,85e279c,2011-02-28,BURGLARY,F,47,BRONX,N.Y. POLICE DEPT,1024693,261681,40.8848435560001,-73.85374009
2011-02-28 13:30:00,700475,819898a,2011-02-28,BURGLARY,C,60,BROOKLYN,N.Y. POLICE DEPT,992172,153197,40.587171165,-73.9714793909999
2011-02-28 13:30:00,700476,48dbbe1,2011-03-01,GRAND LARCENY OF MOTOR VEHICLE,D,94,BROOKLYN,N.Y. POLICE DEPT,1000267,200725,40.717614209,-73.942221623
2011-02-28 13:30:00,700477,5f267d42,2011-02-28,GRAND LARCENY,J,18,MANHATTAN,N.Y. POLICE DEPT,986131,218090,40.7652911160001,-73.993211061
2011-02-28 13:40:00,700478,15c5861d,2011-02-28,ROBBERY,H,113,QUEENS,N.Y. POLICE DEPT,1042162,188245,40.683184576,-73.7911970229999
2011-02-28 13:45:00,700479,e7298089,2011-02-28,GRAND LARCENY,B,10,MANHATTAN,N.Y. POLICE DEPT,985063,210590,40.7447056830001,-73.997067435
2011-02-28 13:50:00,700480,2bc7e586,2011-02-28,FELONY ASSAULT,A,7,MANHATTAN,N.Y. HOUSING POLICE,987900,198758,40.7122290080001,-73.986835479
2011-02-28 13:50:00,700481,16a7cc36,2011-02-28,FELONY ASSAULT,A,7,MANHATTAN,N.Y. HOUSING POLICE,987900,198758,40.7122290080001,-73.986835479
2013-05-29 08:50:00,700482,9c57f5f2,2013-05-29,BURGLARY,B,70,BROOKLYN,N.Y. POLICE DEPT,997688,163683,40.6159464610001,-73.9515989509999
2013-05-29 09:00:00,700483,6f6b9c28,2013-06-03,GRAND LARCENY,I,122,STATEN ISLAND,N.Y. POLICE DEPT,963099,159638,40.60482871,-74.0761727939999
2013-05-29 09:00:00,700484,4f618046,2013-06-09,GRAND LARCENY,C,69,BROOKLYN,N.Y. POLICE DEPT,1010199,169847,40.6328375370001,-73.9065117659999
2013-05-29 09:00:00,700485,d438f825,2013-12-03,GRAND LARCENY,C,106,QUEENS,N.Y. POLICE DEPT,1026458,181705,40.6653225850001,-73.847859348
2013-05-29 09:00:00,700486,1177461c,2013-05-29,BURGLARY,D,106,QUEENS,N.Y. POLICE DEPT,1027653,185738,40.676386474,-73.843525916
2013-05-29 09:00:00,700487,900f1c60,2013-05-29,BURGLARY,H,106,QUEENS,N.Y. POLICE DEPT,1034176,187755,40.6818882860001,-73.8199944629999
2013-05-29 09:00:00,700488,e92ab647,2013-05-29,GRAND LARCENY,F,81,BROOKLYN,N.Y. POLICE DEPT,1003248,189819,40.6876739030001,-73.931498714
2013-05-29 09:00:00,700489,dff7530d,2013-06-02,GRAND LARCENY,C,6,MANHATTAN,N.Y. POLICE DEPT,984932,206521,40.7335372960001,-73.9975406089999
2013-05-29 09:00:00,700490,85f4a2c4,2013-05-31,GRAND LARCENY,A,24,MANHATTAN,N.Y. POLICE DEPT,991376,227057,40.789900501,-73.9742671669999
2013-05-29 09:21:00,700491,1b7bbee5,2013-05-30,GRAND LARCENY,D,43,BRONX,N.Y. POLICE DEPT,1023876,240229,40.8259679940001,-73.856821554
2013-05-29 09:25:00,700492,676aae28,2013-05-29,GRAND LARCENY,C,13,MANHATTAN,N.Y. TRANSIT POLICE,988874,207673,40.73669807,-73.983316026
2013-05-29 09:30:00,700493,871d005f,2013-05-29,BURGLARY,B,7,MANHATTAN,N.Y. POLICE DEPT,987011,199765,40.7149933060001,-73.990041791
2013-05-29 09:50:00,700494,386b7098,2013-05-29,GRAND LARCENY,A,48,BRONX,N.Y. POLICE DEPT,1011779,246746,40.843901255,-73.900504632
2013-05-29 09:55:00,700495,ab3efdb9,2013-05-29,ROBBERY,F,5,MANHATTAN,N.Y. POLICE DEPT,985112,201295,40.7191931780001,-73.99689179
2013-05-29 09:57:00,700496,a167a927,2013-06-04,GRAND LARCENY,I,90,BROOKLYN,N.Y. HOUSING POLICE,1000408,198094,40.710392486,-73.9417192929999
2013-05-29 10:00:00,700497,1eb5ed68,2013-05-29,GRAND LARCENY,A,60,BROOKLYN,N.Y. POLICE DEPT,995445,150152,40.5788097130001,-73.959700459
2013-05-29 10:00:00,700498,3c06dc71,2013-05-30,GRAND LARCENY,A,101,QUEENS,N.Y. POLICE DEPT,1056879,156497,40.5959349660001,-73.738476221
2013-05-29 10:00:00,700499,87e8b48,2013-05-30,GRAND LARCENY,A,78,BROOKLYN,N.Y. POLICE DEPT,986594,182307,40.667075233,-73.9915520919999
2013-05-29 10:00:00,700500,9e27df9f,2013-11-25,GRAND LARCENY,B,13,MANHATTAN,N.Y. POLICE DEPT,989870,207140,40.7352345400001,-73.9797224659999
