OBJECTID,Identifier,Occurrence Date,Day of Week,Occurrence Month,Occurrence Day,Occurrence Year,Occurrence Hour,CompStat Month,CompStat Day,CompStat Year,Offense,Offense Classification,Sector,Precinct,Borough,Jurisdiction,XCoordinate,YCoordinate,Location 1
700399,baa10ee9,02/21/2012 11:00:00 AM,Tuesday,Feb,21,2012,11,2,21,2012,GRAND LARCENY,FELONY,D,110,QUEENS,N.Y. POLICE DEPT,1018236,211286,"(40.746550762, -73.877346863)"
700400,32924c91,02/21/2012 11:10:00 AM,Tuesday,Feb,21,2012,11,2,21,2012,BURGLARY,FELONY,J,41,BRONX,N.Y. POLICE DEPT,1013479,239278,"(40.8233982940001, -73.8943929439999)"
700401,2d320e46,02/21/2012 11:15:00 AM,Tuesday,Feb,21,2012,11,2,21,2012,BURGLARY,FELONY,B,114,QUEENS,N.Y. POLICE DEPT,1012954,219529,"(40.7691944010001, -73.896374252)"
700402,592a8609,10/10/2013 06:40:00 PM,Thursday,Oct,10,2013,18,10,15,2013,GRAND LARCENY,FELONY,G,13,MANHATTAN,N.Y. TRANSIT POLICE,984338,208351,"(40.7385602210001, -73.999683896)"
700403,c23fd1ad,10/10/2013 06:45:00 PM,Thursday,Oct,10,2013,18,10,10,2013,GRAND LARCENY,FELONY,F,67,BROOKLYN,N.Y. POLICE DEPT,1001588,173046,"(40.6416391490001, -73.937527449)"
700404,b2952cb6,10/10/2013 06:45:00 PM,Thursday,Oct,10,2013,18,10,10,2013,GRAND LARCENY,FELONY,H,13,MANHATTAN,N.Y. POLICE DEPT,985355,209258,"(40.7410496420001, -73.996013862)"
700405,e6a71b89,10/10/2013 06:50:00 PM,Thursday,Oct,10,2013,18,10,10,2013,FELONY ASSAULT,FELONY,D,76,BROOKLYN,N.Y. POLICE DEPT,980411,186446,"(40.678435338, -74.013842139)"
700406,f3f8ca82,10/10/2013 06:58:00 PM,Thursday,Oct,10,2013,18,11,25,2013,GRAND LARCENY,FELONY,I,71,BROOKLYN,N.Y. POLICE DEPT,1001334,179795,"(40.660164179, -73.938425593)"
700407,191faae9,10/10/2013 07:00:00 PM,Thursday,Oct,10,2013,19,10,13,2013,RAPE,FELONY,D,123,STATEN ISLAND,N.Y. POLICE DEPT,914725,125837,"(40.5118043350001, -74.250034592)"
700408,97de29fa,10/10/2013 07:00:00 PM,Thursday,Oct,10,2013,19,10,10,2013,ROBBERY,FELONY,B,60,BROOKLYN,N.Y. POLICE DEPT,993449,149739,"(40.577678405, -73.966886438)"
700409,a4861cc0,10/10/2013 07:00:00 PM,Thursday,Oct,10,2013,19,10,11,2013,BURGLARY,FELONY,E,71,BROOKLYN,N.Y. POLICE DEPT,997909,180451,"(40.6619707, -73.9507689869999)"
700410,c1e99b48,10/10/2013 07:00:00 PM,Thursday,Oct,10,2013,19,10,11,2013,GRAND LARCENY,FELONY,G,113,QUEENS,N.Y. POLICE DEPT,1042726,185011,"(40.6743042950001, -73.789191563)"
700411,4f9f1017,10/10/2013 07:00:00 PM,Thursday,Oct,10,2013,19,10,10,2013,GRAND LARCENY,FELONY,A,84,BROOKLYN,N.Y. POLICE DEPT,986411,190669,"(40.690027081, -73.992209067)"
700412,30c5bb67,10/10/2013 07:00:00 PM,Thursday,Oct,10,2013,19,10,10,2013,GRAND LARCENY,FELONY,G,13,MANHATTAN,N.Y. POLICE DEPT,985118,208831,"(40.73987766, -73.996869174)"
700413,9faa9c77,10/10/2013 07:15:00 PM,Thursday,Oct,10,2013,19,10,10,2013,ROBBERY,FELONY,M,104,QUEENS,N.Y. POLICE DEPT,1019785,197914,"(40.709841827, -73.871827181)"
700414,956b4dad,10/10/2013 07:15:00 PM,Thursday,Oct,10,2013,19,10,10,2013,ROBBERY,FELONY,D,111,QUEENS,N.Y. POLICE DEPT,1043228,209628,"(40.7418686170001, -73.7871662049999)"
700415,b656ac26,10/10/2013 07:20:00 PM,Thursday,Oct,10,2013,19,10,10,2013,ROBBERY,FELONY,I,77,BROOKLYN,N.Y. HOUSING POLICE,1003812,183893,"(40.6714071500001, -73.9294822529999)"
700416,24a56f82,10/10/2013 07:20:00 PM,Thursday,Oct,10,2013,19,10,11,2013,ROBBERY,FELONY,A,33,MANHATTAN,N.Y. POLICE DEPT,1000490,244863,"(40.838760946, -73.941310498)"
700417,cea6f90a,10/10/2013 07:25:00 PM,Thursday,Oct,10,2013,19,10,10,2013,FELONY ASSAULT,FELONY,D,83,BROOKLYN,N.Y. POLICE DEPT,1006599,191909,"(40.6934026440001, -73.9194087979999)"
700418,bbb350ec,10/10/2013 07:30:00 PM,Thursday,Oct,10,2013,19,10,10,2013,BURGLARY,FELONY,C,121,STATEN ISLAND,N.Y. POLICE DEPT,947436,171734,"(40.6379784470001, -74.132646043)"
700419,d9e7c595,10/10/2013 07:30:00 PM,Thursday,Oct,10,2013,19,10,10,2013,ROBBERY,FELONY,E,72,BROOKLYN,N.Y. POLICE DEPT,982518,175733,"(40.6490311840001, -74.006243048)"
700420,2436ca7a,10/10/2013 07:30:00 PM,Thursday,Oct,10,2013,19,10,11,2013,GRAND LARCENY,FELONY,B,69,BROOKLYN,N.Y. POLICE DEPT,1014012,176600,"(40.651361072, -73.892744422)"
700421,57afe7a4,10/10/2013 07:30:00 PM,Thursday,Oct,10,2013,19,10,11,2013,GRAND LARCENY,FELONY,F,106,QUEENS,N.Y. POLICE DEPT,1032342,188316,"(40.683438256, -73.826602883)"
700422,fb244b23,10/10/2013 07:30:00 PM,Thursday,Oct,10,2013,19,10,16,2013,GRAND LARCENY,FELONY,G,76,BROOKLYN,N.Y. POLICE DEPT,986594,188888,"(40.685138597, -73.991549804)"
700423,22721347,10/27/2014 07:55:00 AM,Monday,Oct,27,2014,7,5,20,2015,FELONY ASSAULT,FELONY,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,"(40.7911518670001, -73.884371919)"
700424,d2c15239,10/27/2014 08:00:00 AM,Monday,Oct,27,2014,8,10,28,2014,GRAND LARCENY,FELONY,C,60,BROOKLYN,N.Y. POLICE DEPT,994193,150972,"(40.5810619440001, -73.964206337)"
700425,85badd73,10/27/2014 08:00:00 AM,Monday,Oct,27,2014,8,10,27,2014,GRAND LARCENY,FELONY,C,62,BROOKLYN,N.Y. POLICE DEPT,987153,155037,"(40.592224662, -73.989548804)"
700426,b4af513b,10/27/2014 08:00:00 AM,Monday,Oct,27,2014,8,1,30,2015,GRAND LARCENY,FELONY,D,71,BROOKLYN,N.Y. POLICE DEPT,996839,177968,"(40.6551569960001, -73.954630326)"
700427,8e76a91f,10/27/2014 08:00:00 AM,Monday,Oct,27,2014,8,10,27,2014,ROBBERY,FELONY,J,71,BROOKLYN,N.Y. POLICE DEPT,999020,180686,"(40.662613939, -73.946763988)"
700428,8f8de531,10/27/2014 08:00:00 AM,Monday,Oct,27,2014,8,11,7,2014,GRAND LARCENY,FELONY,E,20,MANHATTAN,N.Y. POLICE DEPT,991239,222670,"(40.777859461, -73.97476648)"
700429,9762d702,10/27/2014 08:00:00 AM,Monday,Oct,27,2014,8,10,28,2014,GRAND LARCENY,FELONY,A,25,MANHATTAN,N.Y. HOUSING POLICE,1002206,230919,"(40.8004852770001, -73.935146227)"
700430,d90278ab,10/27/2014 08:00:00 AM,Monday,Oct,27,2014,8,10,29,2014,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,43,BRONX,N.Y. POLICE DEPT,1024058,238894,"(40.822302984, -73.856171859)"
700431,cf2d510e,10/27/2014 08:00:00 AM,Monday,Oct,27,2014,8,5,12,2015,GRAND LARCENY,FELONY,I,41,BRONX,N.Y. POLICE DEPT,1013311,240608,"(40.827049319, -73.894994191)"
700432,a19bd6e0,10/27/2014 08:05:00 AM,Monday,Oct,27,2014,8,10,27,2014,FELONY ASSAULT,FELONY,A,41,BRONX,DEPT OF CORRECTIONS,1016268,227533,"(40.7911518670001, -73.884371919)"
700433,bcd885bb,10/27/2014 08:07:00 AM,Monday,Oct,27,2014,8,10,27,2014,FELONY ASSAULT,FELONY,F,72,BROOKLYN,N.Y. POLICE DEPT,980664,174713,"(40.646230947, -74.01292376)"
700434,528e0148,10/27/2014 08:10:00 AM,Monday,Oct,27,2014,8,10,27,2014,FELONY ASSAULT,FELONY,J,79,BROOKLYN,N.Y. POLICE DEPT,997880,192557,"(40.695198976, -73.950849032)"
700435,c280ff20,10/27/2014 08:15:00 AM,Monday,Oct,27,2014,8,10,28,2014,ROBBERY,FELONY,H,84,BROOKLYN,N.Y. POLICE DEPT,986654,189004,"(40.6854569750001, -73.991333423)"
700436,19db8f26,10/27/2014 08:15:00 AM,Monday,Oct,27,2014,8,10,30,2014,GRAND LARCENY,FELONY,E,84,BROOKLYN,N.Y. TRANSIT POLICE,987772,191476,"(40.6922416740001, -73.987300996)"
700437,9511cac2,10/27/2014 08:15:00 AM,Monday,Oct,27,2014,8,10,28,2014,ROBBERY,FELONY,C,34,MANHATTAN,N.Y. POLICE DEPT,1004370,252431,"(40.85952488, -73.927265571)"
700438,63f1205b,10/27/2014 08:20:00 AM,Monday,Oct,27,2014,8,10,27,2014,BURGLARY,FELONY,D,104,QUEENS,N.Y. POLICE DEPT,1013125,196287,"(40.70540034, -73.895856663)"
700439,81927537,10/27/2014 08:30:00 AM,Monday,Oct,27,2014,8,10,27,2014,ROBBERY,FELONY,D,73,BROOKLYN,N.Y. POLICE DEPT,1008167,185459,"(40.675694773, -73.913777335)"
700440,6c0e65e4,10/27/2014 08:30:00 AM,Monday,Oct,27,2014,8,10,29,2014,GRAND LARCENY,FELONY,D,19,MANHATTAN,N.Y. POLICE DEPT,996773,223149,"(40.7791680820001, -73.954784146)"
700441,1b69bb3a,10/27/2014 08:45:00 AM,Monday,Oct,27,2014,8,10,27,2014,BURGLARY,FELONY,J,66,BROOKLYN,N.Y. POLICE DEPT,985107,173350,"(40.642490491, -73.9969133769999)"
700442,12ab902f,03/09/2011 12:30:00 AM,Wednesday,Mar,9,2011,0,3,9,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,A,75,BROOKLYN,N.Y. POLICE DEPT,1014600,186094,"(40.6774179870001, -73.8905826389999)"
700443,193e0426,03/09/2011 12:30:00 AM,Wednesday,Mar,9,2011,0,3,9,2011,FELONY ASSAULT,FELONY,F,83,BROOKLYN,N.Y. TRANSIT POLICE,1002212,193214,"(40.6969945560001, -73.935225256)"
700444,98465e5a,03/09/2011 12:30:00 AM,Wednesday,Mar,9,2011,0,3,9,2011,FELONY ASSAULT,FELONY,F,83,BROOKLYN,N.Y. TRANSIT POLICE,1002212,193214,"(40.6969945560001, -73.935225256)"
700445,a4abec36,03/09/2011 12:40:00 AM,Wednesday,Mar,9,2011,0,3,9,2011,FELONY ASSAULT,FELONY,I,113,QUEENS,N.Y. POLICE DEPT,1046731,189586,"(40.6868342320001, -73.774710915)"
700446,41056e68,03/09/2011 12:54:00 AM,Wednesday,Mar,9,2011,0,3,9,2011,GRAND LARCENY,FELONY,F,81,BROOKLYN,N.Y. POLICE DEPT,1002600,188628,"(40.6844062480001, -73.933838507)"
700447,168b3026,03/09/2011 01:00:00 AM,Wednesday,Mar,9,2011,1,3,9,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,P,113,QUEENS,N.Y. POLICE DEPT,1052435,194734,"(40.7009221440001, -73.754091742)"
700448,72c9797c,03/09/2011 01:10:00 AM,Wednesday,Mar,9,2011,1,3,9,2011,ROBBERY,FELONY,G,81,BROOKLYN,N.Y. POLICE DEPT,1005901,189128,"(40.6857711750001, -73.921934788)"
700449,356903ac,03/09/2011 01:20:00 AM,Wednesday,Mar,9,2011,1,3,9,2011,FELONY ASSAULT,FELONY,J,81,BROOKLYN,N.Y. POLICE DEPT,1007437,186037,"(40.677283194, -73.9164070969999)"
700450,40b63b08,03/09/2011 01:20:00 AM,Wednesday,Mar,9,2011,1,3,9,2011,GRAND LARCENY,FELONY,D,14,MANHATTAN,N.Y. POLICE DEPT,987771,212687,"(40.750460758, -73.98729351)"
700451,f7efa469,03/09/2011 01:45:00 AM,Wednesday,Mar,9,2011,1,3,9,2011,FELONY ASSAULT,FELONY,B,25,MANHATTAN,N.Y. POLICE DEPT,1001575,232339,"(40.8043840460001, -73.9374216689999)"
700452,d1476b80,03/09/2011 01:50:00 AM,Wednesday,Mar,9,2011,1,3,9,2011,ROBBERY,FELONY,B,5,MANHATTAN,N.Y. POLICE DEPT,986079,199900,"(40.71536409, -73.993403724)"
700453,101f22bc,03/09/2011 02:00:00 AM,Wednesday,Mar,9,2011,2,3,14,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,113,QUEENS,N.Y. POLICE DEPT,1052454,187661,"(40.6815083160001, -73.754094827)"
700454,a10929fc,03/09/2011 02:00:00 AM,Wednesday,Mar,9,2011,2,3,9,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,G,114,QUEENS,N.Y. POLICE DEPT,1006836,221440,"(40.774457344, -73.918455022)"
700455,abe3b0e7,03/09/2011 02:28:00 AM,Wednesday,Mar,9,2011,2,3,9,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,E,102,QUEENS,N.Y. POLICE DEPT,1022204,188797,"(40.6848077650001, -73.863153268)"
700456,82d06c21,03/09/2011 02:30:00 AM,Wednesday,Mar,9,2011,2,3,11,2011,GRAND LARCENY,FELONY,J,114,QUEENS,N.Y. TRANSIT POLICE,1004921,216892,"(40.7619789520001, -73.925383086)"
700457,ed063970,03/09/2011 03:00:00 AM,Wednesday,Mar,9,2011,3,3,18,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,C,106,QUEENS,N.Y. POLICE DEPT,1024831,181265,"(40.6641224900001, -73.853726636)"
700458,971598b,03/09/2011 03:00:00 AM,Wednesday,Mar,9,2011,3,3,11,2011,BURGLARY,FELONY,E,79,BROOKLYN,N.Y. POLICE DEPT,998729,192685,"(40.695548957, -73.9477871)"
700459,49702f5f,03/09/2011 03:12:00 AM,Wednesday,Mar,9,2011,3,3,9,2011,GRAND LARCENY,FELONY,A,109,QUEENS,N.Y. POLICE DEPT,1032602,208817,"(40.739707106, -73.8255182089999)"
700460,f910ab14,03/09/2011 04:00:00 AM,Wednesday,Mar,9,2011,4,3,9,2011,BURGLARY,FELONY,C,72,BROOKLYN,N.Y. POLICE DEPT,983766,178564,"(40.6568018190001, -74.0017458359999)"
700461,6ffa5f44,03/09/2011 04:00:00 AM,Wednesday,Mar,9,2011,4,3,9,2011,FELONY ASSAULT,FELONY,F,32,MANHATTAN,N.Y. POLICE DEPT,1002148,238669,"(40.8217569880001, -73.935335054)"
700462,c277f542,02/28/2011 12:00:00 PM,Monday,Feb,28,2011,12,2,28,2011,BURGLARY,FELONY,B,69,BROOKLYN,N.Y. POLICE DEPT,1012374,175670,"(40.6488137790001, -73.898651359)"
700463,1f52177b,02/28/2011 12:00:00 PM,Monday,Feb,28,2011,12,3,1,2011,BURGLARY,FELONY,J,73,BROOKLYN,N.Y. HOUSING POLICE,1006527,180807,"(40.662930353, -73.9197051319999)"
700464,bf87918e,02/28/2011 12:00:00 PM,Monday,Feb,28,2011,12,3,11,2011,BURGLARY,FELONY,J,79,BROOKLYN,N.Y. POLICE DEPT,997530,191797,"(40.693113483, -73.952112698)"
700465,f3456d87,02/28/2011 12:00:00 PM,Monday,Feb,28,2011,12,5,17,2011,GRAND LARCENY,FELONY,A,114,QUEENS,N.Y. POLICE DEPT,1010512,214419,"(40.755176363, -73.905210317)"
700466,8d703016,02/28/2011 12:15:00 PM,Monday,Feb,28,2011,12,2,28,2011,GRAND LARCENY,FELONY,C,48,BRONX,N.Y. POLICE DEPT,1011779,246746,"(40.843901255, -73.900504632)"
700467,4c2a1d6b,02/28/2011 12:15:00 PM,Monday,Feb,28,2011,12,2,28,2011,FELONY ASSAULT,FELONY,M,67,BROOKLYN,N.Y. POLICE DEPT,1006544,180310,"(40.661566156, -73.9196454999999)"
700468,36f5678,02/28/2011 12:15:00 PM,Monday,Feb,28,2011,12,3,1,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,102,QUEENS,N.Y. POLICE DEPT,1031247,191931,"(40.6933664650001, -73.8305257439999)"
700469,5fc74381,02/28/2011 12:15:00 PM,Monday,Feb,28,2011,12,2,28,2011,BURGLARY,FELONY,A,112,QUEENS,N.Y. POLICE DEPT,1026156,198572,"(40.7116199990001, -73.848843018)"
700470,a30fcf91,02/28/2011 12:30:00 PM,Monday,Feb,28,2011,12,2,28,2011,GRAND LARCENY,FELONY,G,20,MANHATTAN,N.Y. POLICE DEPT,990306,225197,"(40.784796096, -73.9781329579999)"
700471,dd45ac4a,02/28/2011 12:45:00 PM,Monday,Feb,28,2011,12,2,28,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,B,122,STATEN ISLAND,N.Y. POLICE DEPT,939399,137840,"(40.5449093060001, -74.1613791249999)"
700472,a1bf5022,02/28/2011 01:00:00 PM,Monday,Feb,28,2011,13,2,28,2011,BURGLARY,FELONY,A,70,BROOKLYN,N.Y. POLICE DEPT,996622,164211,"(40.617397264, -73.955437622)"
700473,e247373,02/28/2011 01:00:00 PM,Monday,Feb,28,2011,13,2,28,2011,FELONY ASSAULT,FELONY,D,25,MANHATTAN,N.Y. HOUSING POLICE,1001883,233380,"(40.8072406960001, -73.936306406)"
700474,85e279c,02/28/2011 01:26:00 PM,Monday,Feb,28,2011,13,2,28,2011,BURGLARY,FELONY,F,47,BRONX,N.Y. POLICE DEPT,1024693,261681,"(40.8848435560001, -73.85374009)"
700475,819898a,02/28/2011 01:30:00 PM,Monday,Feb,28,2011,13,2,28,2011,BURGLARY,FELONY,C,60,BROOKLYN,N.Y. POLICE DEPT,992172,153197,"(40.587171165, -73.9714793909999)"
700476,48dbbe1,02/28/2011 01:30:00 PM,Monday,Feb,28,2011,13,3,1,2011,GRAND LARCENY OF MOTOR VEHICLE,FELONY,D,94,BROOKLYN,N.Y. POLICE DEPT,1000267,200725,"(40.717614209, -73.942221623)"
700477,5f267d42,02/28/2011 01:30:00 PM,Monday,Feb,28,2011,13,2,28,2011,GRAND LARCENY,FELONY,J,18,MANHATTAN,N.Y. POLICE DEPT,986131,218090,"(40.7652911160001, -73.993211061)"
700478,15c5861d,02/28/2011 01:40:00 PM,Monday,Feb,28,2011,13,2,28,2011,ROBBERY,FELONY,H,113,QUEENS,N.Y. POLICE DEPT,1042162,188245,"(40.683184576, -73.7911970229999)"
700479,e7298089,02/28/2011 01:45:00 PM,Monday,Feb,28,2011,13,2,28,2011,GRAND LARCENY,FELONY,B,10,MANHATTAN,N.Y. POLICE DEPT,985063,210590,"(40.7447056830001, -73.997067435)"
700480,2bc7e586,02/28/2011 01:50:00 PM,Monday,Feb,28,2011,13,2,28,2011,FELONY ASSAULT,FELONY,A,7,MANHATTAN,N.Y. HOUSING POLICE,987900,198758,"(40.7122290080001, -73.986835479)"
700481,16a7cc36,02/28/2011 01:50:00 PM,Monday,Feb,28,2011,13,2,28,2011,FELONY ASSAULT,FELONY,A,7,MANHATTAN,N.Y. HOUSING POLICE,987900,198758,"(40.7122290080001, -73.986835479)"
700482,9c57f5f2,05/29/2013 08:50:00 AM,Wednesday,May,29,2013,8,5,29,2013,BURGLARY,FELONY,B,70,BROOKLYN,N.Y. POLICE DEPT,997688,163683,"(40.6159464610001, -73.9515989509999)"
700483,6f6b9c28,05/29/2013 09:00:00 AM,Wednesday,May,29,2013,9,6,3,2013,GRAND LARCENY,FELONY,I,122,STATEN ISLAND,N.Y. POLICE DEPT,963099,159638,"(40.60482871, -74.0761727939999)"
700484,4f618046,05/29/2013 09:00:00 AM,Wednesday,May,29,2013,9,6,9,2013,GRAND LARCENY,FELONY,C,69,BROOKLYN,N.Y. POLICE DEPT,1010199,169847,"(40.6328375370001, -73.9065117659999)"
700485,d438f825,05/29/2013 09:00:00 AM,Wednesday,May,29,2013,9,12,3,2013,GRAND LARCENY,FELONY,C,106,QUEENS,N.Y. POLICE DEPT,1026458,181705,"(40.6653225850001, -73.847859348)"
700486,1177461c,05/29/2013 09:00:00 AM,Wednesday,May,29,2013,9,5,29,2013,BURGLARY,FELONY,D,106,QUEENS,N.Y. POLICE DEPT,1027653,185738,"(40.676386474, -73.843525916)"
700487,900f1c60,05/29/2013 09:00:00 AM,Wednesday,May,29,2013,9,5,29,2013,BURGLARY,FELONY,H,106,QUEENS,N.Y. POLICE DEPT,1034176,187755,"(40.6818882860001, -73.8199944629999)"
700488,e92ab647,05/29/2013 09:00:00 AM,Wednesday,May,29,2013,9,5,29,2013,GRAND LARCENY,FELONY,F,81,BROOKLYN,N.Y. POLICE DEPT,1003248,189819,"(40.6876739030001, -73.931498714)"
700489,dff7530d,05/29/2013 09:00:00 AM,Wednesday,May,29,2013,9,6,2,2013,GRAND LARCENY,FELONY,C,6,MANHATTAN,N.Y. POLICE DEPT,984932,206521,"(40.7335372960001, -73.9975406089999)"
700490,85f4a2c4,05/29/2013 09:00:00 AM,Wednesday,May,29,2013,9,5,31,2013,GRAND LARCENY,FELONY,A,24,MANHATTAN,N.Y. POLICE DEPT,991376,227057,"(40.789900501, -73.9742671669999)"
700491,1b7bbee5,05/29/2013 09:21:00 AM,Wednesday,May,29,2013,9,5,30,2013,GRAND LARCENY,FELONY,D,43,BRONX,N.Y. POLICE DEPT,1023876,240229,"(40.8259679940001, -73.856821554)"
700492,676aae28,05/29/2013 09:25:00 AM,Wednesday,May,29,2013,9,5,29,2013,GRAND LARCENY,FELONY,C,13,MANHATTAN,N.Y. TRANSIT POLICE,988874,207673,"(40.73669807, -73.983316026)"
700493,871d005f,05/29/2013 09:30:00 AM,Wednesday,May,29,2013,9,5,29,2013,BURGLARY,FELONY,B,7,MANHATTAN,N.Y. POLICE DEPT,987011,199765,"(40.7149933060001, -73.990041791)"
700494,386b7098,05/29/2013 09:50:00 AM,Wednesday,May,29,2013,9,5,29,2013,GRAND LARCENY,FELONY,A,48,BRONX,N.Y. POLICE DEPT,1011779,246746,"(40.843901255, -73.900504632)"
700495,ab3efdb9,05/29/2013 09:55:00 AM,Wednesday,May,29,2013,9,5,29,2013,ROBBERY,FELONY,F,5,MANHATTAN,N.Y. POLICE DEPT,985112,201295,"(40.7191931780001, -73.99689179)"
700496,a167a927,05/29/2013 09:57:00 AM,Wednesday,May,29,2013,9,6,4,2013,GRAND LARCENY,FELONY,I,90,BROOKLYN,N.Y. HOUSING POLICE,1000408,198094,"(40.710392486, -73.9417192929999)"
700497,1eb5ed68,05/29/2013 10:00:00 AM,Wednesday,May,29,2013,10,5,29,2013,GRAND LARCENY,FELONY,A,60,BROOKLYN,N.Y. POLICE DEPT,995445,150152,"(40.5788097130001, -73.959700459)"
700498,3c06dc71,05/29/2013 10:00:00 AM,Wednesday,May,29,2013,10,5,30,2013,GRAND LARCENY,FELONY,A,101,QUEENS,N.Y. POLICE DEPT,1056879,156497,"(40.5959349660001, -73.738476221)"
700499,87e8b48,05/29/2013 10:00:00 AM,Wednesday,May,29,2013,10,5,30,2013,GRAND LARCENY,FELONY,A,78,BROOKLYN,N.Y. POLICE DEPT,986594,182307,"(40.667075233, -73.9915520919999)"
